id	date	kms	alti	lat_deg	lat_min	long_deg	long_min	Poids (g)	taille	id_couleur	couleur	id_matiere	matiere	id_origine	origine	id_pays	pays	post	objet	gps	lieu	contexte	depart	arrivee	annee	mois	jour	kms_cumule	kms_depart_vol_oiseau	kms_depart_corde	kms_etape_segments	kms_etape_cumule	lat_dec	long_dec	lat_rad	long_rad	long_x	lat_y
784	42054	0	634	24	34,866	73	40,807	1,43	22	15	Noir	0	Mixte	2	Artificiel	15	Inde	0	Vitamine	N 24°34,866' E 73°40,807'	Udaipur Lac	Changement de rive	Udaipur	Udaipur	2015	2	19	11281	7121,900599	6757,03454	0,230288114	NaN	24,5811	73,68011667	0,429020766	1,285959543	0	0
785	42055	0	617	24	34,873	73	40,886	1,82	21	14	Gris	0	Mixte	2	Artificiel	15	Inde	0	USB	N 24°34,873' E 73°40,886'	Udaipur Lac	Grosse fatigue	Udaipur	Udaipur	2015	2	20	11281	7121,988582	6757,109141	0,13380648	NaN	24,58121667	73,68143333	0,429022803	1,285982523	0	0
786	42056	0	606	24	34,819	73	40,87	0,29	45	3	Jaune Orangé	3	Plastique	2	Artificiel	15	Inde	0	Mousse	N 24°34,819' E 73°40,970'	50 Road, Udaipur	Repos	Udaipur	Udaipur	2015	2	21	11281	7122,037641	6757,150739	0,103673718	NaN	24,58031667	73,68116667	0,429007095	1,285977869	0	0
787	42057	0	575	24	35,407	73	41,662	1,67	59	12	Rouge	3	Plastique	2	Artificiel	15	Inde	1	Étiquette plastique	N 24°35,407' E 73°41,662'	Hospital road, Udaipur	Boulot	Udaipur	Udaipur	2015	2	22	11281	7122,261079	6757,34019	1,723540627	NaN	24,59011667	73,69436667	0,429178137	1,286208252	0	0
788	42058	0	628	24	34,913	73	40,861	0,01	24	17	Brun	5	Cellulose	1	Naturel	15	Inde	0	Alvéoles 	N 24°34,913' E 73°40,861'	Canal Udaipur	Promenade, boulot	Udaipur	Udaipur	2015	2	23	11281	7121,907047	6757,040007	1,631500499	NaN	24,58188333	73,68101667	0,429034438	1,285975251	0	0
789	42059	0	574	24	34,261	73	41,633	1,03	77	10	Violet	0	Mixte	2	Artificiel	15	Inde	0	Tissu	N 24°34,261' E 73°41,633'	Udaipur zoo	Boulot, promenade	Udaipur	Udaipur	2015	2	24	11281	7123,683131	6758,545893	1,776136546	NaN	24,57101667	73,69388333	0,428844779	1,286199816	0	0
790	42060	0	602	24	34,865	73	40,797	1	29	15	Noir	3	Plastique	2	Artificiel	15	Inde	0	Rustine	N 24°34,865' E 73°40,797'	Peace Eyes Bob, Udaipur	Boulot	Udaipur	Udaipur	2015	2	25	11281	7121,889607	6757,02522	1,799993114	NaN	24,58108333	73,67995	0,429020475	1,285956634	0	0
791	42061	0	608	24	34,803	73	41,007	1,12	120	17	Brun	3	Plastique	2	Artificiel	15	Inde	0	Étiquette réfléchissante 	N 24°34,803' E 73°41,007'	Sai Baba Mandir (temple)	Boulot	Udaipur	Udaipur	2015	2	26	11281	7122,226009	6757,310455	0,372203106	NaN	24,58005	73,68345	0,42900244	1,28601772	0	0
792	42062	0	601	24	34,921	73	40,787	1,45	28	12	Rouge	3	Plastique	2	Artificiel	15	Inde	0	Fragments de bracelet	N 24°34,921' E 73°40,787'	Brahmpol road, Udaipur	Boulot	Udaipur	Udaipur	2015	2	27	11281	7121,806118	6756,954429	0,430573615	NaN	24,58201667	73,67978333	0,429036765	1,285953725	0	0
793	42063	0	600	24	34,875	73	40,876	0,03	15	9	Bleu Violet	3	Plastique	2	Artificiel	15	Inde	0	Capsule de médicament	N 24°34,875' E 73°40.876	Lac d'Udaipur	Boulot	Udaipur	Udaipur	2015	2	28	11281	7121,973774	6757,096586	0,172572981	NaN	24,58125	73,68126667	0,429023384	1,285979614	0	0
794	42064	0	601	24	34,702	73	40,583	0,18	10	17	Brun	1	Végétale	1	Naturel	15	Inde	0	Graine	N 24°34,702' E 73°40,583'	Ambey Mata Temple	Boulot	Udaipur	Udaipur	2015	3	1	11281	7121,834471	6756,97847	0,588916391	NaN	24,57836667	73,67638333	0,428973061	1,285894384	0	0
795	42065	0	596	24	34,245	73	41,173	1,5	33	14	Gris	2	Métallique	2	Artificiel	15	Inde	0	Fermeture éclaire	N 24°34,245' E 73°41,173'	Manik Lal Verma Park	Tournage, Checkpoint	Udaipur	Udaipur	2015	3	2	11281	7123,139333	6758,084838	1,306538822	NaN	24,57075	73,68621667	0,428840125	1,286066008	0	0
796	42066	5	649	24	34,135	73	41,986	5	24	14	Gris	2	Métallique	2	Artificiel	15	Inde	0	Vis	N 24°34,135' E 73°41,986'	Gare Udaipur	Départ en train	Udaipur	Udaipur	2015	3	3	11286	7124,276323	6759,048813	1,385739724	NaN	24,56891667	73,69976667	0,428808127	1,2863025	0	0
797	42067	20	224	28	39,774	77	11,185	6,72	18	14	Gris	2	Métallique	2	Artificiel	15	Inde	0	Sceau de plomb	N 28°39,774' E 77°11,185'	Sarai Rohllia Train station, Delhi	Tours de roue à Delhi	Udaipur	Delhi	2015	3	4	11306	7068,884081	6712,023185	572,2435915	NaN	28,6629	77,18641667	0,500261556	1,347155971	0	0
798	42068	0	222	28	33,181	77	12,455	1,72	100	12	Rouge	0	Mixte	2	Artificiel	15	Inde	0	Bracelet	N 28°33,181' E 77°12,455'	Hauz Khas, Block H, Delhi 	Boulot	Delhi	Delhi	2015	3	5	11306	7078,650718	6720,32387	12,39544491	NaN	28,55301667	77,20758333	0,498343731	1,347525398	0	0
799	42069	0	227	28	33,281	77	11,63	0,4	11	12	Rouge	3	Plastique	2	Artificiel	15	Inde	0	Plastique écouteur	N 28°33,281' E 77°11,630'	Haus Khas District Park	Holi Fest, ou pas	Delhi	Delhi	2015	3	6	11306	7077,533902	6719,374886	1,356072809	NaN	28,55468333	77,19383333	0,49837282	1,347285416	0	0
800	42070	0	223	28	33,589	77	12,433	1	43	14	Gris	0	Mixte	2	Artificiel	15	Inde	0	Médicament	N 28°33,589' E 77°12,433'	Sri Aurobindo Marg	Shoping matos vélo	Delhi	Delhi	2015	3	7	11306	7078,114134	6719,867929	1,426707712	NaN	28,55981667	77,20721667	0,498462414	1,347518999	0	0
801	42071	0	231	28	33,352	77	5,958	0,29	43	3	Jaune Orangé	1	Végétale	1	Naturel	15	Inde	0	Bambou	N 28°33,352' E 77°05,958'	International airport, Delhi	Adieu Asie	Delhi	Delhi	2015	3	8	11306	7070,62544	6713,503459	10,55195266	NaN	28,55586667	77,0993	0,498393473	1,345635499	0	0
802	42072	0	430	41	41,613	44	48,394	1,31	46	4	Jaune	3	Plastique	2	Artificiel	16	Géorgie	1	Super Glue	N 41°41,613' E 44°48,394'	Old Tbilisi	Tbilisi nous voilà	Delhi	Tbilisi	2015	3	9	11306	3853,45382	3795,01606	3254,855329	NaN	41,69355	44,80656667	0,72768911	0,782021454	0	0
803	42073	0	410	41	41,983	44	48,118	1,16	60	17	Brun	2	Métallique	2	Artificiel	16	Géorgie	0	Corde de piano	N 41°41,983' E 44°48,118'	Atoneli Street, Tbilisi	Découverte du centre de Tbilisi, rencontre avec Rolland	Tbilisi	Tbilisi	2015	3	10	11306	3852,79844	3794,3904	0,785111266	NaN	41,69971667	44,80196667	0,727796738	0,781941169	0	0
804	42074	5	412	41	42,377	44	47,842	0,09	16	4	Jaune	2	Métallique	2	Artificiel	16	Géorgie	0	Anneaux laiton	N 41°42,377' E 44°47,842'	CCA Tbilisi	Présentation au CCA Tbilisi	Tbilisi	Tbilisi	2015	3	11	11311	3852,122641	3793,745238	0,824246231	NaN	41,70628333	44,79736667	0,727911348	0,781860884	0	0
805	42075	0	407	41	42,121	44	48,241	0,01	21	3	Jaune Orangé	5	Cellulose	2	Artificiel	16	Géorgie	0	Papier cigarette pull	N 41°42,121' E 44°48,241'	Pont sec, Tbilisi	Bazar soviétique	Tbilisi	Tbilisi	2015	3	12	11311	3852,83149	3794,421952	0,72811954	NaN	41,70201667	44,80401667	0,727836881	0,781976948	0	0
806	42076	0	408	41	41,58	44	48,495	0,24	20	14	Gris	2	Métallique	2	Artificiel	16	Géorgie	1	Fer à cheval	N 41°41,580' E 44°48,495'	Peace Bridge, Tbilisi	Galerie squatting	Tbilisi	Tbilisi	2015	3	13	11311	3853,606083	3795,161416	1,06272894	NaN	41,693	44,80825	0,72767951	0,782050834	0	0
807	42077	0	407	41	42,459	44	47,629	0,96	13	14	Gris	2	Métallique	2	Artificiel	16	Géorgie	0	Terminaison de gaine de frein	N 41°42,459' E 44°47,629'	Rive Gauche, Tbilisi	Réparation vélo	Tbilisi	Tbilisi	2015	3	14	11311	3851,790976	3793,428605	2,022831893	NaN	41,70765	44,79381667	0,727935201	0,781798925	0	0
808	42078	0	528	41	26,959	44	32,128	1,97	50	14	Gris	2	Métallique	2	Artificiel	16	Géorgie	0	Trombone 	N 41°26,959' E 44°32,128'	Bolnissi 	Visite de la verrière d'ArtHouse. 	Tbilisi	Bolnissi	2015	3	15	11311	3846,055644	3787,9528	35,88397018	NaN	41,44931667	44,53546667	0,723426437	0,777289871	0	0
809	42079	0	515	41	26,885	44	32	0,78	41	6	Vert	3	Plastique	2	Artificiel	16	Géorgie	0	Embout de chicha 	N 41°26,885' E 44°32,000'	ArtHouse, Bolnissi	Télévision chez ArtHouse	Bolnissi	Bolnissi	2015	3	16	11311	3845,962113	3787,863495	0,224611893	NaN	41,44808333	44,53333333	0,723404912	0,777252637	0	0
810	42080	0	439	41	42,22	44	47,839	3,62	22	3	Jaune Orangé	6	Minérale	1	Naturel	16	Géorgie	0	Sel de l'Himalaya 	N 41°42,22' E 44°47,839'	CCA, Tbilissi 	Vernissage Rolland 	Bolnissi	Tbilisi	2015	3	17	11311	3852,253174	3793,869854	35,92469919	NaN	41,70366667	44,79731667	0,727865679	0,781860011	0	0
811	42081	0	439	41	42,389	44	47,827	1,78	11	4	Jaune	0	Mixte	2	Artificiel	16	Géorgie	1	3 Piles 	N 41°42,389' E 44°47,827'	CCA, Tbilissi 	Chant Géorgien au petit matin	Tbilisi	Tbilisi	2015	3	18	11311	3852,093962	3793,717859	0,313727165	NaN	41,70648333	44,79711667	0,727914839	0,781856521	0	0
812	42082	0	430	41	42,463	44	47,899	0,8	59	0	Mixte	3	Plastique	2	Artificiel	16	Géorgie	0	Jouet plastique 	N 41°42,463' E 44°47,899'	Dodo Abashidze Street 	Débarquement des artistes finlandais 	Tbilisi	Tbilisi	2015	3	19	11311	3852,119124	3793,74188	0,16954946	NaN	41,70771667	44,79831667	0,727936364	0,781877465	0	0
813	42083	0	454	41	42,584	44	47,824	0,36	23	6	Vert	0	Mixte	2	Artificiel	16	Géorgie	0	Punaise 	N 41°42,584' E 44°47,824'	MediclubGeorgia	Consultation médicale	Tbilisi	Tbilisi	2015	3	20	11311	3851,923598	3793,555216	0,247156463	NaN	41,70973333	44,79706667	0,727971562	0,781855648	0	0
814	42084	0	442	41	41,999	44	47,921	0,93	18	15	Noir	0	Mixte	2	Artificiel	16	Géorgie	0	Interrupteur	N 41°41,999' E 44°47,921'	Garretubani Park 	Boulot, soirée chacha 	Tbilisi	Tbilisi	2015	3	21	11311	3852,542831	3794,146381	1,092733718	NaN	41,69998333	44,79868333	0,727801392	0,781883864	0	0
815	42085	0	439	41	42,563	44	47,798	7,93	38	14	Gris	2	Métallique	2	Artificiel	16	Géorgie	0	Poignée de fermeture éclaire 	N 41°42,563' E 44°47,798'	CCA Tbilissi	Boulot	Tbilisi	Tbilisi	2015	3	22	11311	3851,909619	3793,54187	1,059294538	NaN	41,70938333	44,79663333	0,727965453	0,781848085	0	0
816	42086	0	439	41	42,415	44	47,829	0,7	6	3	Jaune Orangé	1	Végétale	1	Naturel	16	Géorgie	1	Graines de soja 	N 41°42,415' E 44°47,829'	CCA, Tbilissi 	Conférence CCA #2	Tbilisi	Tbilisi	2015	3	23	11311	3852,074193	3793,698986	0,277692102	NaN	41,70691667	44,79715	0,727922402	0,781857103	0	0
817	42087	48	661	41	51,821	44	26,223	0,8	48	15	Noir	3	Plastique	2	Artificiel	16	Géorgie	0	Branche de lunette	N 41°51,821' E 44°26,223'	Ezati, Georgie	Reprise de la route, nuit sous un manège	Tbilisi	Ezati	2015	3	24	11359	3817,537449	3760,713706	34,58257767	NaN	41,86368333	44,43705	0,730658494	0,775572177	0	0
818	42088	68	649	42	1	43	52,036	0,01	15	0	Mixte	5	Cellulose	2	Artificiel	16	Géorgie	0	Mini icône	N 42°01,000' E 43°52,036'	Kareli, Georgie	Entre les montagne, nuit dans une grange	Ezati	Kareli	2015	3	25	11427	3767,814866	3713,176335	50,11781561	NaN	42,01666667	43,86726667	0,733328555	0,76562759	0	0
819	42089	60	388	42	6,642	43	19,537	0,94	11	15	Noir	2	Métallique	2	Artificiel	16	Géorgie	1	Bouton pression	N 42°06,642' E 43°19,537'	Vertkvichala, Georgie	Bivouac au paradis	Kareli	Vertkvichala	2015	3	26	11487	3723,175206	3670,450341	45,93298365	NaN	42,1107	43,32561667	0,734969745	0,756174023	0	0
820	42090	50	295	42	6,087	42	53,907	0,45	25	17	Brun	1	Végétale	2	Artificiel	16	Géorgie	0	Croix de bois, Géorgie	N 42°06,087' E 42°53,907'	Meore Ocha 	Journée rencontre de cyclovoyageurs	Vertkvichala	Meore-Ocha	2015	3	27	11537	3692,132875	3640,712197	35,26448122	NaN	42,10145	42,89845	0,734808302	0,748718564	0	0
821	42091	95	22	42	4,59	41	54,971	4,05	27	5	Jaune Vert	6	Minérale	2	Artificiel	16	Géorgie	0	Ciment de ruine	N 42°04,590' E 41°54,971'	Nigvziani, Georgie	Tempête	Meore-Ocha	Nigvziani	2015	3	28	11632	3620,854804	3572,347309	81,12487584	NaN	42,0765	41,91618333	0,734372842	0,731574791	0	0
822	42092	45	4	41	53,755	41	46,278	0,65	60	17	Brun	7	Animale	1	Naturel	16	Géorgie	0	Hippocampe 	N 41°53,755' E 41°46,278'	Shekvetili, Georgie	Rencontre avec la mer noire	Nigvziani	Shekvetili	2015	3	29	11677	3619,146344	3570,707295	23,38610119	NaN	41,89591667	41,7713	0,731221071	0,729046102	0	0
823	42093	0	14	41	49,143	41	46,713	1	13	6	Vert	6	Minérale	1	Naturel	16	Géorgie	1	Cailloux vert	N 41°49,143' E 41°46,713'	Kobuleti, Georgie 	Journée pluvieuse	Shekvetili	Kobuleti	2015	3	30	11677	3623,536079	3574,921034	8,570661149	NaN	41,81905	41,77855	0,729879496	0,729172638	0	0
824	42094	0	21	41	49,232	41	46,734	1,69	49	8	Bleu	3	Plastique	2	Artificiel	16	Géorgie	0	Bouchon	N 41°49,232' E 41°46,734'	Kobuleti, Georgie	Journée boulot	Kobuleti	Kobuleti	2015	3	31	11677	3623,487463	3574,87437	0,167516975	NaN	41,82053333	41,7789	0,729905385	0,729178747	0	0
825	42095	52	7	41	34,671	41	34,306	0,83	28	4	Jaune	3	Plastique	2	Artificiel	16	Géorgie	0	Capuchon jaune 	N 41°34,671' E 41°34,306'	Gonio , Georgie	Dernier jour en Géorgie 	Kobuleti	Gonio	2015	4	1	11729	3620,414097	3571,924264	32,00794003	NaN	41,57785	41,57176667	0,725669765	0,725563591	0	0
826	42096	30	10	41	28,869	41	31,066	6,67	22	14	Gris	2	Métallique	2	Artificiel	16	Géorgie	1	Douille de munition	N 41°28,869' E 41°31,066'	Kemalpasa, Turquie	Passage de fontière	Gonio	Kemalpasa	2015	4	2	11759	3621,334923	3572,808181	11,65759635	NaN	41,48115	41,51776667	0,723982033	0,724621114	0	0
827	42097	20	60	41	18,776	41	19,34	2,59	61	6	Vert	9	9	2	Artificiel	16	Géorgie	0	Circuit électrique	N 41°18,776' E 41°19,340'	Arhavi, Turquie	Rencontre des militants du barrage d'Arhavi 	Kemalpasa	Arhavi	2015	4	3	11779	3615,462933	3567,171235	24,81850194	NaN	41,31293333	41,32233333	0,721046101	0,721210162	0	0
828	42098	15	20	41	18,845	41	19,462	1,47	20	1	Rouge Orangé	2	Métallique	2	Artificiel	16	Géorgie	0	Tête de sardine 	N 41°18,845' E 41°19,462'	Arhavi, Turquie	Samedi pluvieux	Arhavi	Arhavi	2015	4	4	11794	3615,554576	3567,259215	0,212643173	NaN	41,31408333	41,32436667	0,721066173	0,72124565	0	0
829	42099	38	12	41	15,261	41	7,327	0,4	22	12	Rouge	3	Plastique	2	Artificiel	17	Turquie	0	Objet plastique rouge non identifié. 	N 41°15,261' E 41°07,327'	Findikli, Turquie	Renaissance	Arhavi	Findikli	2015	4	5	11832	3603,633235	3555,812758	18,16293634	NaN	41,25435	41,12211667	0,72002363	0,717715725	0	0
830	42100	65	5	41	1,563	40	24,074	1,16	29	14	Gris	2	Métallique	2	Artificiel	17	Turquie	0	Rondelles	N 41°01,563' E 40°24,074'	Derapazan, Turquie	Journée route	Findikli	Derapazan	2015	4	6	11897	3561,949337	3515,764938	65,50623582	NaN	41,02605	40,40123333	0,716039047	0,705133948	0	0
831	42101	66	18	40	57,171	39	56,029	5,67	38	14	Gris	2	Métallique	2	Artificiel	17	Turquie	0	Porte clés 	N 40°57,171' E 39°56,029'	Arsin, Turquie	Douche chaude	Derapazan	Arsin	2015	4	7	11963	3531,045851	3486,050104	40,07853539	NaN	40,95285	39,93381667	0,714761467	0,696975995	0	0
832	42102	0	98	40	59,429	39	47,162	2,5	35	15	Noir	0	Mixte	2	Artificiel	17	Turquie	1	Starter briquet	N 40°59,429' E 39°47,162'	Trabzon airport area, Turquie	Acclimatation, journée repos	Arsin	Trabzon	2015	4	8	11963	3518,116285	3473,611762	13,09766021	NaN	40,99048333	39,78603333	0,715418292	0,694396691	0	0
833	42103	0	61	40	59,501	39	46,759	0,41	23	17	Brun	3	Plastique	2	Artificiel	17	Turquie	0	Pendentif	N 40°59.501' E 39°46,759'	Universitée public, Trabzon, Turquie	Jam session à l'universitée	Trabzon	Trabzon	2015	4	9	11963	3517,555204	3473,071917	0,579477928	NaN	40,99168333	39,77931667	0,715439236	0,694279464	0	0
834	42104	0	163	40	59,149	39	46,732	2,7	31	17	Brun	2	Métallique	2	Artificiel	17	Turquie	0	Fragment de clé 	N 40°59,149' E 39°46.732'	Trabzon Est, Turquie	Recherche d'un appartement	Trabzon	Trabzon	2015	4	10	11963	3517,82607	3473,332532	0,653620168	NaN	40,98581667	39,77886667	0,715336843	0,69427161	0	0
835	42105	0	269	40	58,922	39	46,55	0,78	14	1	Rouge Orangé	3	Plastique	2	Artificiel	17	Turquie	0	Patin orange triangle	N 40°58,922' E 39°46,550'	Hauteurs de Trabzon Est	Retrouvailles avec les parents Dodeur	Trabzon	Trabzon	2015	4	11	11963	3517,797056	3473,304616	0,49187917	NaN	40,98203333	39,77583333	0,715270812	0,694218668	0	0
836	42106	0	271	40	58,934	39	46,524	0,22	4	1	Rouge Orangé	1	Végétale	1	Naturel	17	Turquie	1	lentilles orange	N 40°58,934' E 39°46,524'	Hauteur de Trabzon Est	Petite journée boulot	Trabzon	Trabzon	2015	4	12	11963	3517,754495	3473,263666	0,042646874	NaN	40,98223333	39,7754	0,715274302	0,694211105	0	0
837	42107	0	273	40	58,931	39	46,563	2,67	20	1	Rouge Orangé	3	Plastique	2	Artificiel	17	Turquie	0	Verrou de compteur électrique	N 40°58,931' E 39°46,563'	Hauteur de Trabzon Est	Tournage du checkpoint 013	Trabzon	Trabzon	2015	4	13	11963	3517,805366	3473,312611	0,054860661	NaN	40,98218333	39,77605	0,71527343	0,69422245	0	0
838	42108	0	1107	40	51,906	39	22,761	2,52	17	17	Brun	6	Minérale	1	Naturel	17	Turquie	0	Caillou	N 40°51,906' E 39°22,761'	Cal Magarasi	Visite de grotte Magarasi, montage check point	Trabzon	Cal-Magarasi	2015	4	14	11963	3494,422629	3450,809014	35,79210497	NaN	40,8651	39,37935	0,713229942	0,687298734	0	0
839	42109	0	35	41	0,188	39	41,737	3,21	1320	11	Rouge Violet	4	Textile	2	Artificiel	17	Turquie	0	Lacet rose	N 41°00,188' E 39°41,737'	Ayasofia, Trabzon, Turquie	Visite Ayasifia, montage checkpoint	Cal-Magarasi	Trabzon	2015	4	15	11963	3510,745109	3466,519033	30,69112069	NaN	41,00313333	39,69561667	0,715639076	0,692818624	0	0
840	42110	0	1226	40	41,217	39	39,539	2,68	55	14	Gris	2	Métallique	2	Artificiel	17	Turquie	0	Petite cuillère 	N 40°41,217' E 39°39,539'	Sümela, Turquie	Visite du monastère de Sümela	Trabzon	Sümela	2015	4	16	11963	3524,53026	3479,782503	35,30270552	NaN	40,68695	39,65898333	0,71012064	0,692179253	0	0
841	42111	0	1122	40	37,102	40	18,027	2,16	115	14	Gris	2	Métallique	2	Artificiel	17	Turquie	0	Tranche de smartphone	N 40°37,102' E 40°18,027'	Uzungöl, Turquie 	Ballade en famille	Sümela	Uzungöl	2015	4	17	11963	3575,809807	3529,085584	54,66450567	NaN	40,61836667	40,30045	0,708923636	0,703374948	0	0
842	42112	0	1355	40	32,647	39	24,167	0,35	40	12	Rouge	0	Mixte	2	Artificiel	17	Turquie	0	Fleur plastique 	N 40°32,647' E 39°24,167'	Karaca cave, Turquie	Visite de la grotte de Karaca	Uzungöl	Karaca-cave	2015	4	18	11963	3513,0212	3468,709268	76,27810958	NaN	40,54411667	39,40278333	0,70762773	0,687707723	0	0
843	42113	0	73	40	59,41	39	47,104	0,94	26	17	Brun	3	Plastique	2	Artificiel	17	Turquie	0	Filtre cigarette plastique 	N 40°59,410' E 39°47,104'	Trabzon Est, Turquie	Visite chez Nurullah 	Karaca-cave	Trabzon	2015	4	19	11963	3518,060914	3473,558487	59,14755195	NaN	40,99016667	39,78506667	0,715412765	0,69437982	0	0
844	42114	0	240	40	41,217	39	39,539	7,57	44	7	Bleu Vert	0	Mixte	2	Artificiel	17	Turquie	0	Pile usagé 	N 40°41,217' E°39 39,539'	Trabzon Est, Turquie 	Journée pluvieuse - édition objet libre 	Trabzon	Trabzon	2015	4	20	11963	3524,53026	3479,782503	35,35513941	NaN	40,68695	39,65898333	0,71012064	0,692179253	0	0
845	42115	0	47	41	0,235	39	43,921	0,73	11	0	Mixte	3	Plastique	2	Artificiel	17	Turquie	0	Perles 	N 41°00,235' E 39°43,921'	Trabzon city center, Turquie	Shopping	Trabzon	Trabzon	2015	4	21	11963	3513,408017	3469,081484	35,78654874	NaN	41,00391667	39,73201667	0,715652748	0,693453924	0	0
846	42116	0	69	40	59,389	39	47,274	0,2	80	14	Gris	3	Plastique	2	Artificiel	17	Turquie	0	Bijou de mobilier	N 40°59,389' E 39°47,274'	Trabzon Est, Turquie 	Boulot, valise, glandouille 	Trabzon	Trabzon	2015	4	22	11963	3518,289498	3473,778418	4,9464671	NaN	40,98981667	39,7879	0,715406656	0,694429271	0	0
847	42117	0	66	40	59,498	39	46,699	0,6	19	1	Rouge Orangé	3	Plastique	2	Artificiel	17	Turquie	0	Capuchon rose	N 40°59,498' E 39°46,699'	Trabzon Est, Turquie	Journée off 	Trabzon	Trabzon	2015	4	23	11963	3517,483527	3473,002952	0,829557258	NaN	40,99163333	39,77831667	0,715438363	0,69426201	0	0
848	42118	0	65	40	59,284	39	47,218	0,78	25	16	Transparent	3	Plastique	2	Artificiel	17	Turquie	0	Diamant toc	N 40°59,284' E 39°47,218'	Trabzon Est, Turquie	Depart des Dodeur	Trabzon	Trabzon	2015	4	24	11963	3518,310948	3473,799056	0,8275126	NaN	40,98806667	39,78696667	0,715376113	0,694412981	0	0
849	42119	0	71	40	59,428	39	46,869	0,85	30	14	Gris	2	Métallique	2	Artificiel	17	Turquie	0	Ressort 	N 40°59,428' E 39°46,869'	Trabzon Est, Turquie	Samedi off, discutions dossier 	Trabzon	Trabzon	2015	4	25	11963	3517,754464	3473,263636	0,556547799	NaN	40,99046667	39,78115	0,715418001	0,694311461	0	0
850	42120	0	34	40	59,906	39	46,359	0,27	23	7	Bleu Vert	3	Plastique	2	Artificiel	17	Turquie	0	Cheville 	N 40°59,906' E 39°46,359'	Trabzon Est, Turquie 	On loupe la finale de basket	Trabzon	Trabzon	2015	4	26	11963	3516,710077	3472,258764	1,137705775	NaN	40,99843333	39,77265	0,715557045	0,694163108	0	0
851	42121	25	5	41	2,845	39	32,713	0,97	18	15	Noir	0	Mixte	2	Artificiel	17	Turquie	0	ressort 	N 41°02,845' E 39°32,713'	Akçaabat, Turquie 	Reprise de la route et sortie de Trabzon	Trabzon	Akçaabat	2015	4	27	11988	3497,282427	3453,561915	19,84734726	NaN	41,04741667	39,54521667	0,716411965	0,690193651	0	0
852	42122	75	3	40	59,549	38	47,112	2,02	9	17	Brun	2	Métallique	2	Artificiel	17	Turquie	1	Tube métal 	N 40°59,549' E 38°47,112'	Tirebolu, Turquie	Rencontre de Sam le cycliste 	Akçaabat	Tirebolu	2015	4	28	12063	3443,65383	3401,90913	64,07098257	NaN	40,99248333	38,7852	0,715453198	0,676928869	0	0
853	42123	60	2	40	56,368	38	13,193	0,1	14	8	Bleu	3	Plastique	2	Artificiel	17	Turquie	0	Œil protecteur	N 40°56,368' E 38°13,193'	Bulancak, Turquie	Daulphin daulphin daulphin	Tirebolu	Bulancak	2015	4	29	12123	3404,37309	3364,037326	47,84388287	NaN	40,93946667	38,21988333	0,714527884	0,66706224	0	0
854	42124	55	14	41	6,87	37	46,067	0,46	30	15	Noir	3	Plastique	2	Artificiel	17	Turquie	0	Crochet plastique	N 41°06,870' E 37°46,067'	Mersinköy, Turquie	Recherche de la plus belle plage de la Mer Noire	Bulancak	Mersinköy	2015	4	30	12178	3361,7352	3322,892633	42,63916124	NaN	41,1145	37,76778333	0,717582789	0,659171614	0	0
855	42125	45	5	41	4,628	37	25,974	2,93	58	12	Rouge	0	Mixte	2	Artificiel	17	Turquie	0	Tube de paillette rouge 	N 41°04,628' E 37°25,974'	Fatsa, Turquie 	Retour sur voix rapide 	Mersinköy	Fatsa	2015	5	1	12223	3338,750242	3300,697163	28,37639096	NaN	41,07713333	37,4329	0,716930618	0,653326802	0	0
856	42126	45	4	41	11,227	37	1,877	1,64	52	16	Transparent	3	Plastique	2	Artificiel	17	Turquie	0	Filtre cigarette plastique 	N 41°11,227' E 37°01,877'	Terme, Turquie 	Ice cream et nuit chez les Amazones	Fatsa	Terme	2015	5	2	12268	3303,250083	3266,395297	35,80029447	NaN	41,18711667	37,03128333	0,718850188	0,646317274	0	0
857	42127	85	8	41	23,468	36	12,332	2,26	15	8	Bleu	6	Minérale	2	Artificiel	17	Turquie	0	Carré de céramique 	N 41°23,468' E 36°12,332'	Altinkum, Samasun, Turquie	Jour gris et humide 	Terme	Altinkum	2015	5	3	12353	3231,483519	3196,974067	72,64609523	NaN	41,39113333	36,20553333	0,722410948	0,63190523	0	0
858	42128	60	7	41	38,744	35	40,299	1,13	7	7	Bleu Vert	3	Plastique	2	Artificiel	17	Turquie	0	Perles	N 41°38,744' E 35°40,299'	Port de Toplu, Turquie	Vent de face 	Altinkum	Port-de-Toplu	2015	5	4	12413	3179,036677	3146,176962	52,71384095	NaN	41,64573333	35,67165	0,726854552	0,622587216	0	0
859	42129	55	27	41	48,314	35	11,966	0,08	20	10	Violet	3	Plastique	2	Artificiel	17	Turquie	1	Cœur 	N 41°48,314' E 35°11,966'	Gerze, Turquie	Bière et Dauphins	Port-de-Toplu	Gerze	2015	5	5	12468	3136,035622	3104,48874	43,02751213	NaN	41,80523333	35,19943333	0,72963835	0,614345488	0	0
860	42130	0	5	41	48,031	35	12,035	0,28	23	12	Rouge	2	Métallique	2	Artificiel	17	Turquie	0	Capsule de canette 	N 41°48,031' E 35°12,035'	Port de Gerze, Turquie 	Journée boulot 	Gerze	Gerze	2015	5	6	12468	3136,352935	3104,796496	0,533211704	NaN	41,80051667	35,20058333	0,729556029	0,614365559	0	0
